Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,SpeechWTranscript,SpeechNoTranscript,NOTES
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Support-Education/Publications-Reports/Public-Policy-Reports/What-the-Affordable-Care-Act-Has-Meant-for-People-with-Mental-Health-Conditions-What-Could-Be-Lost/NAMI_IssueBrief_ACA_11-10-20,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2020/NAMI-Calls-on-Congress-to-Respond-to-the-Mental-Health-and-Addiction-Crisis-Caused-By-the-COVID-19-P,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2017/24-Million-Will-Lose-Mental-Health-Coverage,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2017/New-Bill-Puts-Mental-Health-Coverage-At-Risk,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2016/Tired-of-the-Wait,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2016/60-million-people-deserve-a-yes,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2016/Mental-illness-doesn-t-just-strike-an-individual,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2015/Act-Now-to-Advance-First-Episode-Psychosis-Program,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2015/Two-Major-Mental-Health-Bills-Introduced-in-US-Sen,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2015/Tell-Congress-To-Vote-To-Invest-In-Research-For-Me,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2014/Get-Ready-to-Act4MentalHealth,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2014/Facing-a-Double-Stigma,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2014/The-Conversation-Continues-A-Look-Back-at-the-Nat,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.quorum.us/campaign/40209/,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.quorum.us/campaign/36710/,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.quorum.us/federalagenda/,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/mhstats,,,,1,,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Blogs/NAMI-Blog/March-2021/How-Public-Officials-Can-Protect-the-Rights-of-Prisoners-with-Mental-Illness,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Blogs/NAMI-Blog/March-2020/Mental-Health-Patients-Have-Rights,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/getattachment/fcc01e6c-971f-4b14-ab45-6aa47d1cdb2c/Regulatory-Comments-to-VA-Secretary-on-Veterans-Me,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Blogs/NAMI-Blog/July-2020/Why-Black-Churches-Need-to-Do-Better-with-Mental-Health-Issues,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Blogs/NAMI-Blog/March-2020/It-s-Okay-If-You-Need-Meds-to-Be-Okay,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Blogs/NAMI-Blog/September-2019/We-Need-to-Take-Suicide-Prevention-More-Seriously,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/Blogs/NAMI-Blog/July-2018/Everyone-Deserves-Adequate-Mental-Health-Care,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/Blogs/From-the-CEO/April-2022/Early-Intervention-Can-Save-Lives,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/Blogs/From-the-CEO/April-2022/The-Crisis-of-Youth-Mental-Health,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/Blogs/From-the-CEO/November-2021/Reimagining-Our-Crisis-Response-System-with-988,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2022/NAMI-Calls-for-Increased-Mental-Health-Funding-in-House-Appropriations-Subcommittee-Hearing,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2022/NAMI-Statement-on-Rise-of-State-Policies-Harming-LGBTQI-Youth,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2021/Survey-Finds-Treatment-Cost-and-Stigma-Are-Major-Barriers-to-Accessing-Care-for-Mood-Disorders,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/Press-Media/Press-Releases/2021/NAMI-Urges-Swift-Action-to-Reimagine-Crisis-Response-Ahead-of-988-Launch-Next-Year,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/getattachment/Advocacy/NAMI-Advocacy-Actions/2021/Testimony-to-House-Appropriations-Committee-on-Fun/20210519_NAMIStatement_HouseAppropriations.pdf,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2021/People-in-Crisis-Deserve-Help-Not-Handcuffs,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2020/NAMI-Disappointed-by-U-S-Court-of-Appeals-Ruling-Allowing-Short-Term-Limited-Duration-Plans,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2020/NAMI-s-Statement-On-Recent-Racist-Incidents-and-Mental-Health-Resources-for-African-Americans,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2020/NAMI-Urges-Supreme-Court-to-Uphold-Affordable-Care-Act,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2019/Even-with-Insurance-It-s-Getting-Harder-to-Access-Care,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2019/NAMI-Statement-on-Mass-Shootings-in-Texas-and-Ohio,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2018/NAMI-Speaks-out-Against-Harmful-Ruling,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Press-Media/Press-Releases/2018/-Mental-Health-Parity-at-Risk,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2018/NAMI-Is-Concerned-About-Harmful-Health-Plans,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2018/NAMI-s-Statement-Regarding-President-Trump-s-Recen,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/getattachment/About-NAMI/NAMI-News/2018/NAMI-Opposes-the-ADA-Education-and-Reform-Act-of-2/HR-620-NAMI-Letter-final.pdf,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2017/People-with-Serious-Mental-Illness-Remain-Priced-O,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Support-Education/Publications-Reports/Public-Policy-Reports/The-Doctor-is-Out/DoctorIsOut,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2017/Graham-Cassidy-bill-is-dangerous-for-mental-health,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/getattachment/78649f8e-fc3f-47ca-b6fd-ced94637dea4/Morva-Clemency-Letter.pdf,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/getattachment/fa0bcd13-3f52-4f1c-b074-36d6ca777af2/NAMI_Written-Testimony-House-Veterans-Affairs-Committee_6-7-2017.pdf,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2017/President-s-FY2018-Budget-Request-Slashes-Support,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/Press-Media/Press-Releases/2016/New-Report-Finds-Families-Struggle-Over-a-Decade,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://www.nami.org/Press-Media/Press-Releases/2016/NAMI-Warns-Senate-about-Criminalization-of-Mental,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2015/NAMI-Statement-The-Germanwings-Tragedy,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2014/Federal-Proposal-to-Limit-Access-to-Psychiatric-Me,,,,,1,,,,,
NAMI,"Mental Heath, Addiction, and Recovery Issues",https://nami.org/About-NAMI/NAMI-News/2013/NAMI-Testifies-Before-U-S-Senate-on-Veterans-Sti,,,,,1,,,,,
,,,,,,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/,1,,,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/#about,,1,,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/#,,1,,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/wp-content/uploads/2019/06/About-Faces-Voices-of-Recovery.pdf,,1,,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/policy-advocacy-initiatives/,,,1,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/wp-content/uploads/2019/06/22Life-in-Recovery22-Report-on-the-Survey-Findings.pdf,,,1,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/resource/addiction-recovery-without-treatment/,,,1,,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/wp-content/uploads/2019/06/10-Reasons-to-Fund-Peer-Recovery-Support-Services.pdf,,,,1,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/wp-content/uploads/2020/02/2020-Legislative-Priorities_digital.pdf,,,,1,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/publication/economic-benefits-of-long-term-recovery/,,,,1,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/wp-content/uploads/2019/06/Policy-Position-Paper-on-Criminal-Justice-Recovery-Advocacy.pdf,,,,1,,,,,,
Faces and Voices of Recovery,"Mental Heath, Addiction, and Recovery Issues",https://facesandvoicesofrecovery.org/wp-content/uploads/2019/07/Recovery-Bill-of-Rights-legal.pdf,,,,1,,,,,,
,,,,,,,,,,,,
Ohio Citizen Advocates for Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.ocaar.org/,1,,,,,,,,,
Ohio Citizen Advocates for Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.ocaar.org/about,,1,,,,,,,,
Ohio Citizen Advocates for Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://www.ocaar.org/bill-of-rights,,,1,,,,,,,
,,,,,,,,,,,,
Stark County Mental Health and Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://starkmhar.org/,1,,,,,,,,,
Stark County Mental Health and Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://starkmhar.org/about/about-starkmhar/,,1,,,,,,,,
Stark County Mental Health and Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://starkmhar.org/programs/racism-a-public-health-crisis/,,,1,,,,,,,
Stark County Mental Health and Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://starkmhar.org/news-releases/september-is-national-suicide-prevention-month-learn-just-how-many-lives-are-affected-right-here-in-stark/,,,,,1,,,,,
Stark County Mental Health and Addiction Recovery,"Mental Heath, Addiction, and Recovery Issues",https://starkmhar.org/news-releases/collaborative-workforce-initiative-will-increase-behavioral-health-access-and-capacity-in-stark-county/,,,,,1,,,,,
,,,,,,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://mhaadvocacy.org/,1,,,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://mhaadvocacy.org/about/,,1,,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://mhaadvocacy.org/wp-content/uploads/2021/04/MindTheGap_4.2021.pdf,,,1,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://mhaadvocacy.org/wp-content/uploads/2020/06/Suicide-Report-Executive-Summary.pdf,,,1,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://mhaadvocacy.org/wp-content/uploads/2020/05/Installment-1-Suicide-in-Ohio-Facts-Figures-and-the-Future.pdf,,,1,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://mhaadvocacy.org/wp-content/uploads/2020/05/Installment-2-Suicide-in-Ohio-Facts-Figures-and-the-Future.pdf,,,1,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://mhaadvocacy.org/wp-content/uploads/2020/05/Installment-3-Suicide-in-Ohio-Facts-Figures-and-the-Future.pdf,,,1,,,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://www.cleveland.com/letters/2019/03/medicaid-expansion-and-the-state-budget-letter-to-the-editor.html,,,,,1,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://www.lcnewspapers.com/,,,,,1,,,,,
Mental Health and Addiction Advocacy Coalition (MHAC),"Mental Heath, Addiction, and Recovery Issues",https://www.ideastream.org/news/halloween-stereotypes-cause-concern-for-some-mental-health-advocates,,,,,1,,,,,
,,,,,,,,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/,1,,,,,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/community-plan-bylaws,,1,,,,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/alcohol-abuse-prevention,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/maternal-depression-anxiety,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/domestic-violence-dating,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/tackling-crisis-together-law-enforcement-and-social-services-cooperate-mental-health-issues,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/displaying-understanding,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/annual-study-holmes-5th-healthiest-county-ohio,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/holmes-and-wayne-move-toward-recovery-oriented-system-care-mental-illness-and-substance,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/blog/mhrb-works-tailor-drug-prevention-amish-youth,,,,,1,,,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/sites/default/files/2022-03/MHRB%20Annual%20Report%202021.pdf,,,,,,,1,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/sites/default/files/2022-03/MHRB%20Annual%20Report%202020.pdf,,,,,,,1,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/sites/default/files/2020-09/MHRB%20Annual%20Report%202019.pdf,,,,,,,1,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/sites/default/files/2020-09/MHRB%20Annual%20Report%202016-2017.pdf,,,,,,,1,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/sites/default/files/2020-09/MHRB%20Annual%20Report%202015.pdf,,,,,,,1,,,
Mental Health and Recovery Board of Wayne and Holmes Counties,"Mental Heath, Addiction, and Recovery Issues",https://www.whmhrb.org/sites/default/files/2020-09/MHRB%20Annual%20Report%202014.pdf,,,,,,,1,,,
,,,,,,,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/,1,,,,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/about/,,1,,,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/how-much-is-too-much-an-interview-with-dr-nicole-labor-on-alcohol-and-substance-abuse/,,,,1,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/openly-discussing-mental-health-awareness/,,,,1,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/embracing-resiliency-family-support-group-healing-and-hope-for-you-and-your-family/,,,,1,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/from-addictoholic-to-addiction-medicine-doctor/,,,,1,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/from-addictoholic-to-addiction-medicine-doctor/,,,,1,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/bringing-awareness-to-teen-dating-violence/,,,,1,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/the-importance-of-community-health-wellness/,,,,1,,,,,,
OneEighty,"Mental Heath, Addiction, and Recovery Issues",https://www.one-eighty.org/news/the-importance-of-community-health-wellness/,,,,1,,,,,,
,,,,,,,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/,1,,,,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/about/,,1,,,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/heartland-alliance-international/mhpss,,,1,,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/through-therapy-a-way-forward-violence-recovery-services/,,,,1,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/international/colombia/awa-mental-health,,,,1,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/story/sayids-story/,,,,1,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/international/colombia/story/delivering-sexual-reproductive-health-to-migrants-in-colombia/,,,,1,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/international/colombia/story/rosalina-acople,,,,1,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/story/yass-where-mental-health-housing-go-hand-in-hand/,,,,1,,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/story/mental-health-awareness-dr-jackson-on-reducing-barriers-to-mental-health-access/,,,,,1,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/press_release/mother-infant-mental-health-drc/,,,,,1,,,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/wp-content/uploads/2020/07/2019-Annual-Report.pdf,,,,,,,1,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/wp-content/uploads/2017/01/2015_Final_HA_AR.pdf,,,,,,,1,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/wp-content/uploads/2017/05/2013-AnnualReport.pdf,,,,,,,1,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/wp-content/uploads/2017/05/ha-annual-report-final-2010.pdf,,,,,,,1,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/wp-content/uploads/2017/05/HA-Annual-Report-2009.pdf,,,,,,,1,,,
Heartland Alliance (International),"Mental Heath, Addiction, and Recovery Issues",https://www.heartlandalliance.org/wp-content/uploads/2017/05/HA-Annual-Report-2009.pdf,,,,,,,1,,,
,,,,,,,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/,1,,,,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/about-us/,,1,,,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/wp-content/uploads/2020/08/NHRC-PDF-Principles_Of_Harm_Reduction.pdf,,,1,,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/issues/harm-reduction-basics/spirit-of-harm-reduction-a-toolkit-for-communities-of-faith-facing-overdose/,,,1,,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/wp-content/uploads/2020/08/Resource-SupervisedConsumptionServices-AlternativestoPublicInjections.pdf,,,1,,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/wp-content/uploads/2020/08/Resource-SaferDrugUse-QualityHealthcareIsYourRight.pdf,,,1,,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/movement/harm-reduction-community/faces/,,,,1,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/about-us/our-impact/,,,,1,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/our-work/action/know-overdose-campaign/,,,,1,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/our-work/action/faith-in-harm-reduction/,,,,1,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/our-work/overdose-prevention/,,,,1,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/our-work/syringe-access-implementation/,,,,1,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/issues/syringe-access/landscape-report/,,,,1,,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/blog/the-work-of-2020-with-national-harm-reduction-coalition/,,,,,1,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/blog/ending-the-overdose-crisis-will-take-all-of-us/,,,,,1,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/blog/against-shaming/,,,,,1,,,,,
Harm Reduction Coalition,"Mental Heath, Addiction, and Recovery Issues",https://harmreduction.org/wp-content/uploads/2020/08/NHRC-2019-Annual-Impact-Report.pdf,,,,,,,1,,,
,,,,,,,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/,1,,,,,,,,,
Mental Health America,"Mental Heath, Addiction, and Recovery Issues",https://mhanational.org/about,,1,,,,,,,,
