Organization Name,Topic area,URL,Main Web Page,Mission Statement,Policy Isssue Resources,Campaign and Advocacy,Public Facing Advocacy Writing,Newsletters,Annual reports,Speeches
Intercommunity Justice and Peace Center ,Human Trafficking,http://ijpccincinnati.org/wp-content/uploads/2016/07/Summer-2016-For-Online.pdf,,,,,,1,,
Intercommunity Justice and Peace Center ,Human Trafficking,https://ijpccincinnati.org/wp-content/uploads/2016/04/Spring-2016-for-Web.pdf,,,,,,1,,
Intercommunity Justice and Peace Center ,Human Trafficking,http://ijpccincinnati.org/wp-content/uploads/2016/01/Annual-Report-2014-2015.pdf,,,,,,1,,
Intercommunity Justice and Peace Center ,Human Trafficking,http://ijpccincinnati.org/wp-content/uploads/2015/10/Final-Fall-2015-Newsletter.pdf,,,,,,1,,
Intercommunity Justice and Peace Center ,Human Trafficking,http://ijpccincinnati.org/wp-content/uploads/2019/12/Annual-Report-2018-2019-LONG-WEB.pdf,,,,,,,1,
Intercommunity Justice and Peace Center ,Human Trafficking,http://ijpccincinnati.org/wp-content/uploads/2018/11/Annual-Report-2017-2018-long-for-web.pdf,,,,,,,1,
Intercommunity Justice and Peace Center ,Human Trafficking,http://ijpccincinnati.org/wp-content/uploads/2017/11/2016-annual-report-For-Web.pdf,,,,,,,1,
Intercommunity Justice and Peace Center ,Human Trafficking,http://ijpccincinnati.org/wp-content/uploads/2016/01/Annual-Report-2014-2015.pdf,,,,,,,1,
,,,,,,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/HOME,,1,,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/footer/about,,1,,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2020-reports-by-esp.pdf,,,1,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2019-reports-by-esp.pdf,,,1,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/ncmec-analysis/Production%20and%20Active%20Trading%20of%20CSAM_FullReport_FINAL.pdf,,,1,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/ncmec-analysis/Online%20Enticement%20Pre-Travel.pdf,,,1,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/publications/missingchildrenstatecare.pdf,,,1,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/publications/nc75.pdf,,,1,,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/theissues/end-to-end-encryption,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/theissues/onlineenticement,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/theissues/runaways,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/theissues/csam,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/theissues/trafficking,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/CST%20Identification%20Resource.pdf,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/ncmec-analysis/Missing%20Male%20Victims%20of%20Child%20Sex%20Trafficking_EXTERNAL.PDF,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/theissues/missingfromcare,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/theissues/sextortion,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/ourwork/impact,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2022/healthy-vs-unhealthy-relationships.html,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2022/ncmec-partners-with-a21-to-prevent-human-trafficking.html,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2021/addressing-child-sex-trafficking-online-training-now-available.html,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2020/january-is-national-human-trafficking-prevention-month.html,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2019/pre-update/trafficking-prevention-month.html,,,,1,,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2019/pre-update/let-trafficking-victims-have-their-day-in-court.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/Captured%20on%20Film.pdf,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/legal-briefs/amicusncmecbackpage.pdf,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.hsgac.senate.gov/imo/media/doc/Souras%20Testimony%20-%20PSI%202015-11-19.pdf,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2022/earn-it-act-2022.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2020/earn-it-act-2020.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2020/letter-from-john-clark-on-child-sex-trafficking.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2019/post-update/boys-for-sale--too.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/ncmec/en/blog/2019/pre-update/marck-up-of-sesta.html,,,,,1,,,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2020%20Year%20in%20Review.pdf,,,,,,,1,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2019%20Year%20in%20Review%20Web.pdf,,,,,,,1,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2018%20Year%20in%20Review-web.pdf,,,,,,,1,
National Center for Missing and Exploited Children ,Human Trafficking (also Children's Rights),https://www.missingkids.org/content/dam/missingkids/pdfs/2021-year-in-review.pdf,,,,,,,1,
,,,,,,,,,,
Wayne Anti Human Trafficking Coalition (WATCh), Human Trafficking,https://www.waynecac.org/services/watch-human-trafficking,1,,,,,,,
Wayne Anti Human Trafficking Coalition (WATCh), Human Trafficking,https://www.waynecac.org/services/watch-human-trafficking,,1,,,,,,
,,,,,,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/index.php,1,,,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/disrupting-imbs.php,,,1,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/_resources/2018/stop-2017-report.pdf,,,1,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/_resources/2018/miami-valley-online-commercial-sex-marketplace-analysis---2015.pdf,,,1,,,,,
Abolition Ohio , Human Trafficking,https://docs.google.com/presentation/d/1K1Bc5IjxSFJ12SDXxoqosnt4SiC-C6LA3lEEx8Oy0Xo/edit#slide=id.p7,,,1,,,,,
Abolition Ohio , Human Trafficking,https://docs.google.com/presentation/d/1RqhxDLB1xM4UieMjfIVR6uqD2WLybLky9bOiCytJ_1w/edit#slide=id.g94b6aab44d_0_145,,,1,,,,,
Abolition Ohio , Human Trafficking,https://drive.google.com/file/d/12CimNq-e-YCrf6aWwYAWr0N0Jn5MxJ2g/view,,,1,,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/youth-prevention.php,,,,1,,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2022/2022-2-2-imb-report-part-3.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2022/2022-2-1-imb-report-part-2.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2022/2021-01-31-imb-report-part-one.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2020/2020-12-04-traffic-talk.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/artssciences/ctr/hrc/abolition_ohio/index.php#/udhumanrights/2020/20-05-27-human-trafficking,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2020/20-04-24-imb.php,,,,,1,,,
Abolition Ohio , Human Trafficking,https://udayton.edu/blogs/udhumanrights/2019/19-01-18-conversation-simanti.php,,,,,1,,,
,,,,,,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/Home,1,,,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/About,,1,,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/res/byid/8309,,,1,,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/Trafficking,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=275,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=30,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=112,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=130,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=34,,,,1,,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=253,,,,,1,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/Res/ById/9344,,,,,1,,,
The Advocates for Human Rights , Human Trafficking,https://www.theadvocatesforhumanrights.org/News/A/Index?id=121,,,,,1,,,
,,,,,,,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/,1,,,,,,,
United Against Human Trafficking , Human Trafficking,https://uaht.org/about/,,1,,,,,,
